customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0896,Female,1,No,No,61,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Mailed check,75.63,477.49,No
C0897,Male,1,No,Yes,42,No,Yes,No,No,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,106.06,3381.15,No
C0898,Male,1,No,Yes,54,No,No phone service,No,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,97.99,7653.94,Yes
C0899,Female,0,Yes,No,42,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Credit card (automatic),86.13,6845.56,No
C0900,Male,1,No,No,25,No,Yes,DSL,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),85.81,7884.41,No
C0901,Male,1,No,No,47,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),85.54,1314.32,No
C0902,Male,1,No,No,45,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),71.57,4309.53,Yes
C0903,Female,0,No,Yes,52,No,No,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Electronic check,65.32,4977.66,Yes
C0904,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),90.38,1798.59,No
C0905,Female,0,No,No,46,Yes,Yes,No,No,Yes,No internet service,No,No,Yes,One year,No,Electronic check,80.27,1722.63,No
C0906,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,67.98,6651.2,No
C0907,Male,0,No,No,57,No,Yes,No,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),30.92,5716.65,No
C0908,Male,0,Yes,Yes,57,No,Yes,DSL,Yes,No,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),89.6,5507.44,No
C0909,Male,1,Yes,No,45,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,83.89,2282.59,Yes
C0910,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),52.91,4316.42,Yes
C0911,Male,1,Yes,No,39,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,One year,No,Electronic check,54.34,213.68,Yes
C0912,Male,0,Yes,Yes,2,No,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,43.17,1120.2,No
C0913,Female,1,Yes,No,44,Yes,No phone service,No,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),116.12,4413.8,No
C0914,Female,0,Yes,No,56,No,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,105.74,2644.64,No
C0915,Male,1,Yes,Yes,8,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),75.23,8208.81,No
C0916,Female,0,No,Yes,8,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),58.97,4017.13,No
C0917,Female,0,No,No,20,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),93.16,726.79,No
C0918,Male,0,No,Yes,60,No,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),71.83,169.34,No
C0919,Female,1,Yes,No,38,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),117.54,6169.64,No
C0920,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,23.62,1472.72,No
C0921,Female,1,No,No,62,No,No,DSL,No,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),21.5,1611.02,Yes
C0922,Male,1,Yes,Yes,40,No,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.0,3612.73,No
C0923,Male,0,No,Yes,49,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),38.73,2257.76,Yes
C0924,Male,0,Yes,No,24,No,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),79.64,5247.81,Yes
C0925,Female,0,Yes,No,7,Yes,Yes,No,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),97.71,4137.64,No
C0926,Female,0,No,No,29,No,No,No,Yes,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,32.09,963.32,No
C0927,Male,0,Yes,Yes,43,No,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),62.94,6674.17,Yes
C0928,Male,0,Yes,No,13,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,88.24,3630.13,Yes
C0929,Female,1,No,No,16,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),103.05,5199.1,No
C0930,Female,0,Yes,No,2,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),68.63,51.44,Yes
C0931,Female,0,No,Yes,53,No,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),39.03,5331.13,Yes
C0932,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,77.75,2417.13,No
C0933,Female,1,Yes,No,59,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,64.36,4211.25,No
C0934,Male,0,No,Yes,27,No,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,96.74,2543.27,No
C0935,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),74.67,8468.28,No
C0936,Male,0,No,No,69,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Two year,No,Bank transfer (automatic),46.5,1976.0,No
C0937,Male,1,No,Yes,42,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),94.95,7760.88,Yes
C0938,Male,1,No,No,22,No,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),70.81,7804.19,No
C0939,Female,0,Yes,No,25,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,36.11,3588.93,No
C0940,Female,0,No,No,52,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,75.43,2596.55,No
C0941,Male,0,No,Yes,32,Yes,No,No,No internet service,No,No,No,No,No internet service,Month-to-month,No,Mailed check,114.73,3249.94,No
C0942,Female,1,No,No,60,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,89.96,8409.57,Yes
C0943,Male,0,Yes,No,62,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),48.48,5266.63,Yes
C0944,Male,0,No,Yes,3,Yes,No phone service,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),90.51,4638.83,No
C0945,Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,No,Mailed check,46.83,322.66,Yes
C0946,Female,0,No,Yes,27,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),73.35,7209.4,No
C0947,Male,1,Yes,Yes,37,No,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,71.71,728.84,Yes
C0948,Female,0,No,No,19,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,One year,Yes,Electronic check,43.23,416.42,No
C0949,Male,0,No,Yes,27,No,No,DSL,No,No,No internet service,No internet service,Yes,No,One year,No,Mailed check,53.48,2349.35,No
C0950,Male,1,Yes,Yes,24,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,114.1,4053.64,No
C0951,Male,1,No,Yes,4,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,43.56,7611.84,No
C0952,Female,0,No,No,56,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),99.7,6719.45,No
C0953,Male,0,Yes,Yes,11,No,No phone service,DSL,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),86.07,1694.32,Yes
C0954,Female,1,Yes,No,27,No,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,No,Mailed check,72.33,3173.98,No
C0955,Female,0,No,No,14,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,32.03,6636.0,Yes
C0956,Male,1,Yes,No,12,Yes,Yes,No,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,38.87,4488.8,Yes
C0957,Female,1,Yes,No,27,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Mailed check,36.26,1498.04,Yes
C0958,Female,1,No,Yes,66,No,Yes,No,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),77.85,3377.34,No
C0959,Male,0,Yes,Yes,68,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),117.29,5327.19,Yes
C0960,Male,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,One year,No,Electronic check,107.48,8272.9,No
C0961,Male,1,Yes,No,36,No,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,20.58,5631.49,No
C0962,Female,0,No,No,70,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45.92,155.37,No
C0963,Male,1,Yes,Yes,17,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,34.04,5997.88,No
C0964,Female,1,No,Yes,68,No,Yes,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),117.52,2145.84,No
C0965,Female,1,No,No,8,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,One year,No,Credit card (automatic),42.03,7330.83,No
C0966,Female,0,Yes,No,17,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),38.53,3274.15,No
C0967,Male,0,Yes,Yes,25,No,No,DSL,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),81.33,1711.13,No
C0968,Female,1,No,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,74.73,3987.13,No
C0969,Male,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),41.04,2182.59,No
C0970,Male,1,No,Yes,61,No,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),86.38,2018.24,No
C0971,Male,1,Yes,No,28,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),27.89,4880.41,No
C0972,Male,1,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),19.98,6526.63,Yes
C0973,Male,0,No,Yes,55,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),26.41,7100.08,Yes
C0974,Male,1,Yes,Yes,57,No,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Credit card (automatic),55.22,3391.04,Yes
C0975,Male,0,Yes,No,57,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,117.45,584.63,Yes
C0976,Male,1,Yes,No,41,No,No phone service,DSL,No internet service,Yes,No,No,No,Yes,One year,No,Mailed check,73.82,4123.08,Yes
C0977,Female,0,No,No,8,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),94.98,3697.33,No
C0978,Male,0,Yes,No,66,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,50.79,1688.78,No
C0979,Female,1,Yes,Yes,44,No,No,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),91.37,7619.1,No
C0980,Female,1,No,Yes,64,No,Yes,No,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,116.55,8280.73,No
C0981,Female,1,Yes,Yes,69,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,54.49,456.92,No
C0982,Female,0,No,No,14,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),119.9,6767.52,Yes
C0983,Female,1,No,No,29,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Two year,No,Credit card (automatic),83.12,5494.97,No
C0984,Female,1,No,No,14,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.36,2235.5,No
C0985,Female,1,No,Yes,4,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,43.72,5405.39,No
C0986,Female,1,No,Yes,69,No,No,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,1109.15,No
C0987,Male,0,No,Yes,66,No,No,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),70.12,606.71,No
C0988,Male,0,No,Yes,67,No,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),115.55,8444.77,Yes
C0989,Female,1,Yes,Yes,63,No,Yes,DSL,Yes,No,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),110.28,5415.69,No
C0990,Male,1,Yes,No,47,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.46,2165.83,Yes
C0991,Female,0,No,No,38,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),114.58,3835.19,Yes
C0992,Male,0,Yes,Yes,71,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,108.25,8076.65,Yes
C0993,Male,1,No,Yes,40,No,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,78.22,3739.27,Yes
C0994,Female,1,No,No,46,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,26.38,7655.57,No
C0995,Female,0,No,Yes,16,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),34.4,7387.24,No
C0996,Female,1,Yes,Yes,54,No,No,No,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,25.84,2937.13,Yes
C0997,Male,1,Yes,No,59,No,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),29.02,5921.55,No
C0998,Female,0,Yes,No,49,No,No,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,117.65,5620.35,No
C0999,Female,0,No,No,36,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,39.64,6559.42,No
